Sample	posterior	likelihood	prior	Tree.t:simulated_data_A.CFheight	Tree.t:simulated_data_A.CFlength	Tree.t:simulated_data_A.nConv	Tree.t:simulated_data_A.nUselessConvs	Tree.t:simulated_data_A.meanEdgeLength	Tree.t:simulated_data_A.meanDepartureHeight	Tree.t:simulated_data_A.locus.simulated_data_A.meanTractLength	Tree.t:simulated_data_A.locus.simulated_data_A.meanRegionLength	Tree.t:simulated_data_A.locus.simulated_data_A.meanStartSite	Tree.t:simulated_data_A.locus.simulated_data_A.meanEndSite	Tree.t:simulated_data_A.locus.simulated_data_A.randomStartSite	Tree.t:simulated_data_A.locus.simulated_data_A.randomEndSite	Tree.t:simulated_data_A.locus.simulated_data_B.meanTractLength	Tree.t:simulated_data_A.locus.simulated_data_B.meanRegionLength	Tree.t:simulated_data_A.locus.simulated_data_B.meanStartSite	Tree.t:simulated_data_A.locus.simulated_data_B.meanEndSite	Tree.t:simulated_data_A.locus.simulated_data_B.randomStartSite	Tree.t:simulated_data_A.locus.simulated_data_B.randomEndSite	popFinalSize.t:simulated_data_A	popGrowthRate.t:simulated_data_A
823000	-21308.69839248726	-20922.06709753477	-386.6312949524856	3.5109145234241756	19.184957262680925	20	0	0.4915344370903136	0.928975962779961	271.375	224.77777777777777	2765.125	3035.5	1066.0	1452.0	311.75	175.42857142857142	2539.9166666666665	2850.6666666666665	3365.0	609.0	4.563536946582036	0.38082178247746507
824000	-21349.854107577456	-20918.406530256718	-431.4475773207383	3.6726724925875422	18.482457486558154	23	0	0.4656056416360693	1.300653044869335	319.1	192.76923076923077	2287.7	2605.8	3995.0	3457.0	452.84615384615387	177.16666666666666	2263.6923076923076	2715.5384615384614	0.0	1071.0	4.53579019782094	0.5147925475256724
825000	-21436.448785874247	-20918.941943858707	-517.5068420155408	4.2281402266899955	20.43526541560988	26	1	0.5085147166905537	1.3081509065627417	426.8888888888889	245.6153846153846	2397.8888888888887	2823.777777777778	1066.0	789.0	384.5882352941176	135.73076923076923	2509.1176470588234	2892.705882352941	2762.0	4209.0	5.581836033270493	0.41272056619985253
826000	-21346.84794670299	-20929.622296921836	-417.22564978115474	3.7657231293107527	19.34958825225519	21	0	0.3401048125285508	0.8818591541938738	485.3	250.0	1883.8	2368.1	0.0	2973.0	369.1818181818182	177.53333333333333	2773.3636363636365	3141.5454545454545	4411.0	2884.0	4.503615185214114	0.5255405244133576
827000	-21297.13420587057	-20924.002056058263	-373.1321498123086	3.575061553924717	18.357945355603256	18	0	0.3158806091491142	0.7612354553063571	304.8333333333333	304.8333333333333	2395.8333333333335	2699.6666666666665	3921.0	4255.0	444.4166666666667	205.23529411764707	2274.25	2717.6666666666665	2322.0	4883.0	3.9571193687955235	0.45412813004388203
828000	-21367.82430550516	-20927.76607810372	-440.05822740143964	3.5547736292430803	18.908860712812114	23	2	0.35628953091045423	1.0544359608013616	356.3636363636364	156.11764705882354	2955.818181818182	3311.181818181818	3591.0	4414.0	570.5	212.625	2514.5	3084.0	0.0	4896.0	4.902173509862153	0.5813494172535635
829000	-21253.377145822917	-20928.313799080825	-325.0633467420912	3.5111200205436273	18.773766338388874	15	0	0.3971639831533251	0.5789739694836753	454.75	329.6	1863.5	2317.25	436.0	3407.0	366.54545454545456	185.26666666666668	2775.181818181818	3140.7272727272725	2749.0	4999.0	6.589039617618402	0.5813494172535635
830000	-21268.997915969598	-20926.851473983297	-342.1464419863012	3.4325441049183425	18.515071313939192	16	0	0.3614058244759485	0.733711047439696	396.5	282.4	2366.625	2762.125	418.0	2286.0	592.5	315.1818181818182	2173.5	2765.0	0.0	2834.0	7.244755981506412	0.8398521324957214
831000	-21334.87246967404	-20928.590881910444	-406.2815877635959	3.8019572985141523	19.78077977248777	20	0	0.34990986678711156	1.0893672423853267	564.6666666666666	150.9047619047619	1933.5	2497.1666666666665	3393.0	2761.0	352.125	206.0	2435.625	2786.75	1947.0	609.0	5.396048733312291	0.627002560399273
832000	-21306.542545109565	-20926.089440219548	-380.4531048900167	3.994111974616604	19.3544239770297	19	0	0.39098024086525407	1.2046028322414666	367.375	230.0	2093.75	2460.125	4944.0	566.0	407.0	225.8	1933.1818181818182	2339.181818181818	3221.0	2834.0	6.440158254288992	0.4955577388703378
833000	-21314.95195091261	-20932.64303520663	-382.3089157059819	3.482924416618265	19.048178364659893	18	0	0.6197375894859531	0.8085835825111718	300.5	300.5	2309.8333333333335	2609.3333333333335	1764.0	4999.0	440.75	211.58823529411765	1790.6666666666667	2230.4166666666665	3241.0	3028.0	5.564695214895662	0.5080810404872915
834000	-21258.625121318382	-20931.374267314284	-327.2508540040988	3.291000967798699	18.15603800239031	16	0	0.32044344906645833	1.0436746856901475	318.6666666666667	221.14285714285714	2183.1666666666665	2500.8333333333335	1766.0	2697.0	419.6	241.25	2018.1	2436.7	3308.0	4999.0	6.3408160594099465	0.8343520818796113
835000	-21231.657571585456	-20928.80709982104	-302.8504717644163	3.529910577877859	18.430170951950622	14	0	0.4242443862334012	0.8725555099933551	404.3333333333333	404.3333333333333	1759.0	2162.3333333333335	419.0	3376.0	292.8181818181818	160.85714285714286	2284.7272727272725	2576.5454545454545	3234.0	3617.0	7.93786842600185	0.7440216434387684
836000	-21264.28776304814	-20931.695194237545	-332.59256881059525	3.712591126160858	19.95844008319584	15	0	0.4830662627440832	0.7049375015234527	239.0	176.875	1822.0	2060.0	411.0	202.0	376.55555555555554	160.0	2587.1111111111113	2962.6666666666665	2785.0	658.0	9.325545257518113	0.8957085986549255
837000	-21480.59409793386	-20927.133970796407	-553.4601271374532	3.5786726177358483	18.88272466770275	30	0	0.3240571519023119	1.053463362423105	223.625	196.77777777777777	3243.875	3466.5	4869.0	3514.0	348.8181818181818	94.5945945945946	1752.2727272727273	2100.090909090909	3433.0	309.0	7.617874903932175	0.9853242032563503
838000	-21400.291696482767	-20925.325847982567	-474.9658485001983	3.585293993853906	18.972295205665432	24	1	0.33327171014499607	0.9387169586059788	235.44444444444446	148.08333333333334	2956.4444444444443	3190.8888888888887	4047.0	2300.0	354.2	146.95	1929.6666666666667	2282.866666666667	163.0	3189.0	6.847028965973825	1.1062534312694048
839000	-21336.822761693136	-20928.079750552683	-408.7430111404523	3.626075535645249	19.645928824526532	19	1	0.5095848120150691	0.6786225186274158	391.1111111111111	188.625	1870.888888888889	2261.0	3358.0	3249.0	376.5	223.58333333333334	2131.7	2507.2	4393.0	2862.0	6.847028965973825	0.5160860589571499
840000	-21202.28032921346	-20931.633922415946	-270.6464067975157	3.271525343333791	17.235345929985925	12	0	0.3404288055658113	0.7351902930310307	293.8	226.33333333333334	2023.8	2316.6	4595.0	2290.0	454.7142857142857	242.3	2433.8571428571427	2887.5714285714284	0.0	4999.0	7.501051985299536	0.8573860411970078
841000	-21363.47823442162	-20923.844805151046	-439.6334292705715	3.7214120466844864	19.013444136880807	21	0	0.45653133575344124	0.7834359745405803	379.45454545454544	176.05555555555554	2147.5454545454545	2526.0	869.0	2291.0	434.1	254.57142857142858	2345.8	2778.9	3808.0	627.0	5.534215429406807	0.5863468165957021
842000	-21314.068386736457	-20927.04530775934	-387.023078977117	3.691832210387576	19.221617970196032	19	0	0.435806536909767	1.0311038612724068	368.22222222222223	215.6153846153846	2264.1111111111113	2631.3333333333335	2503.0	2520.0	444.9	211.3125	2209.7	2653.6	162.0	580.0	7.1858253772998815	0.7791247894795073
843000	-21272.234077902893	-20928.242785131708	-343.9912927711852	3.582138516015681	19.21779429666663	16	0	0.37088155350354834	1.217937278372644	272.0	221.85714285714286	2945.1666666666665	3216.1666666666665	1752.0	2291.0	420.1	185.25	2143.9	2563.0	4393.0	4912.0	7.1858253772998815	0.5726745219175432
844000	-21327.358843008013	-20924.863970303002	-402.49487270501004	3.9346049250953032	19.447377495254607	20	0	0.3652955550845795	1.21400674321745	286.9	215.84615384615384	2487.8	2773.7	3587.0	4999.0	443.8	221.53333333333333	1393.0	1835.8	2727.0	596.0	9.841753783916383	0.902936608259785
845000	-21361.93141677625	-20919.7248870048	-442.2065297714495	3.6955533642171177	19.2290638932333	22	0	0.42064403406606166	1.2553459798433177	436.5833333333333	168.95	2147.5833333333335	2583.1666666666665	3092.0	3371.0	470.9	221.0	1950.5	2420.4	0.0	2209.0	5.244559000182311	0.5497501909914849
846000	-21292.32077515664	-20922.41405694586	-369.906718210778	3.626112408952202	19.035927520235198	18	0	0.4087072198749939	1.185692776513032	498.14285714285717	309.44444444444446	1985.7142857142858	2482.8571428571427	4352.0	2947.0	452.1818181818182	207.06666666666666	1833.6363636363637	2284.818181818182	4393.0	2975.0	6.529792411402993	0.6199078252049718
847000	-21304.083484429622	-20924.1033976478	-379.9800867818227	3.817267730302334	19.10868933874628	18	0	0.402083410827198	1.0640131455934194	431.77777777777777	191.30769230769232	1852.7777777777778	2283.5555555555557	111.0	2273.0	430.8888888888889	226.07692307692307	2449.6666666666665	2879.5555555555557	4407.0	596.0	4.816742100155729	0.6624899800400492
848000	-21345.53965738792	-20920.89119217651	-424.64846521140765	3.708084769989465	18.566152139350212	21	1	0.39257299498549053	1.1543906644496236	469.1818181818182	190.8125	1701.6363636363637	2169.818181818182	342.0	3453.0	320.7	163.07692307692307	2165.9	2485.6	163.0	1818.0	4.168705976031983	0.5537110057384274
849000	-21306.137952103072	-20932.582961474523	-373.55499062854994	3.599968927044226	19.441949266788058	18	0	0.44513143839735125	0.9273819731966039	436.375	204.16666666666666	1394.75	1830.125	1972.0	1133.0	410.3	249.5	2068.0	2477.3	168.0	1016.0	7.354224499033948	0.624228063529303
850000	-21282.537750242038	-20926.80306458609	-355.73468565594715	3.5592522732148604	19.249237696492237	17	0	0.34052644941915666	0.9877816940099226	465.2	341.0	1393.0	1857.2	3092.0	2281.0	383.8333333333333	173.23529411764707	2237.0	2619.8333333333335	4407.0	1495.0	8.006507524050628	0.9426772419908664
851000	-21340.614779428415	-20933.65013448194	-406.9646449464747	3.2877972433622937	18.519738197123882	20	0	0.32761519074547957	0.999668047218327	540.0	209.5	2542.777777777778	3081.777777777778	1752.0	4301.0	281.3636363636364	143.26666666666668	2171.4545454545455	2451.818181818182	0.0	3368.0	5.378315946306566	0.9867563152662729
852000	-21260.651059452382	-20922.564830373864	-338.08622907851856	3.7007775371791274	19.056037593409766	16	0	0.2971297988563068	1.1020696614498366	555.1111111111111	246.92857142857142	2513.3333333333335	3067.4444444444443	3945.0	2272.0	417.0	224.7	2337.4285714285716	2753.4285714285716	2675.0	656.0	5.9672000290777465	0.8816160678668279
853000	-21274.53805132834	-20927.53897364724	-346.99907768110296	3.903563141142792	20.113249658679795	17	0	0.3588451410739986	1.569460391079848	527.4444444444445	231.6153846153846	2297.8888888888887	2824.3333333333335	1440.0	1735.0	347.125	191.66666666666666	2043.0	2389.125	0.0	1464.0	6.355679562212851	0.8230613350257981
854000	-21308.63050226681	-20931.622162961088	-377.00833930572037	3.604240456339902	19.334523207583523	18	0	0.544212688372856	1.1289924744119177	432.72727272727275	200.4	2512.090909090909	2943.818181818182	3692.0	3470.0	395.57142857142856	218.5	2260.8571428571427	2655.4285714285716	156.0	3501.0	7.539754644440313	0.4359305291403281
855000	-21292.103369308847	-20930.06701999874	-362.0363493101062	3.6969191189303787	19.369782451008284	18	1	0.3998401989240711	0.9735346798924138	336.2857142857143	273.5	1917.2857142857142	2252.5714285714284	73.0	162.0	319.27272727272725	173.91666666666666	2294.0	2612.2727272727275	187.0	2858.0	5.842115524563206	0.8048510621611696
856000	-21300.638524841626	-20925.57598592317	-375.06253891845563	3.490869481726247	18.82582327183197	18	0	0.2718140471210674	0.939029399750201	241.66666666666666	190.42857142857142	1079.5	1320.1666666666667	343.0	3402.0	363.1666666666667	199.33333333333334	2304.75	2666.9166666666665	3270.0	4999.0	5.8061494662690984	0.9522210663166802
857000	-21278.854168658807	-20921.562469389835	-357.29169926897225	3.655197135170534	18.99690380503016	17	0	0.36257614709688896	0.7140073226178992	280.625	214.66666666666666	2020.125	2299.75	1981.0	1518.0	443.1111111111111	204.6153846153846	2557.1111111111113	2999.222222222222	4398.0	4546.0	6.816461300371489	0.9522210663166802
858000	-21347.659469056573	-20929.59816283726	-418.06130621931254	3.8754536017680214	19.294953793555155	21	0	0.5260561265397111	1.0064197417052705	234.0	199.0	2489.714285714286	2722.714285714286	343.0	4999.0	369.7142857142857	178.85	1853.2142857142858	2221.9285714285716	0.0	4549.0	7.055508236893596	0.7611440002794302
859000	-21262.907629018264	-20922.444452318596	-340.4631766996685	3.6872366102691063	19.34705105035001	16	0	0.46793755756201594	1.0193427461968396	279.2	279.2	2432.8	2711.0	2344.0	2365.0	441.72727272727275	215.1875	2713.6363636363635	3154.3636363636365	3300.0	578.0	8.104423089937626	0.7711543995120623
860000	-21329.965267307303	-20927.72486045639	-402.2404068509123	3.4286401353576594	18.179373684172372	20	0	0.44087454195372	0.7993663564831684	288.1818181818182	221.23076923076923	2936.0	3223.181818181818	3154.0	1688.0	401.77777777777777	306.3	2629.3333333333335	3030.1111111111113	0.0	4999.0	6.431283123271636	0.7561012026382244
861000	-21266.898350750496	-20927.286309481144	-339.61204126935127	3.3911331594450025	17.84052490541286	16	0	0.3909577647741341	0.8737498724527947	420.9	237.30769230769232	2281.0	2700.9	3154.0	3626.0	386.3333333333333	224.0	2212.1666666666665	2597.5	4398.0	3544.0	7.80825829587953	0.7561012026382244
862000	-21293.24422215202	-20925.632391421415	-367.61183073060596	3.5485132245160673	18.363807084205668	18	0	0.5520824751556807	0.7868331550528651	282.7142857142857	232.375	2952.8571428571427	3234.5714285714284	3194.0	4999.0	458.8181818181818	214.05882352941177	2209.5454545454545	2667.3636363636365	4405.0	592.0	9.355580026658998	0.8006408542997357
863000	-21329.36968825348	-20925.1242069094	-404.2454813440763	3.3213686295925764	18.08904858866779	22	0	0.4734058825455504	1.3085517208538855	469.0	220.88235294117646	2147.0714285714284	2615.0714285714284	2401.0	926.0	271.75	171.8	2007.5	2278.25	0.0	578.0	9.17329839682668	1.007102366336553
864000	-21313.65264960158	-20923.083710692372	-390.56893890920816	3.4276565757881436	18.046726079632965	21	0	0.5310475953800207	1.0000006819434692	388.5	207.3125	2196.6666666666665	2584.1666666666665	1057.0	4999.0	254.33333333333334	155.0	2404.222222222222	2657.5555555555557	1146.0	636.0	7.708982748507416	1.0460895704546678
865000	-21328.152166846834	-20931.70051984043	-396.45164700640527	3.618246441528409	18.75956055354689	19	0	0.5300334819319538	1.0040083693981292	329.14285714285717	279.875	2042.7142857142858	2370.8571428571427	2611.0	1524.0	767.5	198.8095238095238	1626.5833333333333	2393.0833333333335	1647.0	619.0	7.708982748507416	0.7911118000816615
866000	-21198.877165054517	-20923.697937617137	-275.17922743737904	3.6794198137281	18.31221527472338	12	0	0.7155728759890593	0.4668293169907265	278.8333333333333	218.57142857142858	2681.0	2958.8333333333335	2630.0	2793.0	537.0	345.875	2004.0	2540.0	0.0	619.0	7.8394157077294775	0.4112774582228527
867000	-21287.76202315524	-20928.02498207992	-359.7370410753176	3.7974515311652617	18.733559026577865	17	0	0.5643732826924978	1.2438640786893642	270.3333333333333	185.72727272727272	2684.222222222222	2953.5555555555557	4900.0	4687.0	382.0	190.33333333333334	2485.625	2866.625	2771.0	2773.0	9.555341591041671	0.5374273808698602
868000	-21298.198191261057	-20934.944396084567	-363.2537951764895	3.530220331116282	18.954611099665954	17	0	0.843071441972121	0.8212449326982598	473.1111111111111	243.16666666666666	2448.6666666666665	2920.777777777778	3192.0	3449.0	323.125	199.6	2168.75	2490.875	4299.0	3498.0	5.0723750487914545	0.1131410913465006
869000	-21312.53155059298	-20930.83616746153	-381.69538313144994	3.544304478226988	19.008018049803898	18	0	1.0824859840415202	0.8951073617999133	256.8	181.3846153846154	2377.1	2632.9	3186.0	2298.0	378.375	168.5	2939.75	3317.125	101.0	4999.0	4.158620655534706	0.12179673319669669
870000	-21411.6704613805	-20927.18290260958	-484.4875587709228	3.442401656088516	18.168133746269508	25	1	0.8508958728433221	1.0174924645014434	248.21428571428572	167.58823529411765	1795.642857142857	2042.857142857143	114.0	1262.0	311.09090909090907	156.93333333333334	2383.818181818182	2693.909090909091	125.0	4198.0	4.579738301057744	0.3524032151146853
871000	-21438.15347447584	-20921.163202372412	-516.9902721034283	3.4910055522990104	18.55130852257323	26	0	0.8348013637830903	0.988005934223716	330.14285714285717	182.1904761904762	2007.7142857142858	2336.8571428571427	1566.0	788.0	364.0	186.75	2394.75	2757.75	3274.0	4999.0	5.92888373109225	0.21875891648632867
872000	-21310.18033152701	-20927.999287488194	-382.1810440388174	3.8609623078373883	19.58771444632084	18	0	0.8917274447291602	1.1002764662508842	219.22222222222223	190.5	2588.6666666666665	2806.8888888888887	4706.0	219.0	384.3333333333333	178.58333333333334	1728.2222222222222	2111.5555555555557	4389.0	678.0	4.652954979117408	0.1533620400761354
873000	-21329.73758057633	-20923.792699980182	-405.94488059614736	4.163953510475809	20.173567015034926	20	0	0.5467878025695996	0.8788384118903053	363.0	172.5	2227.5	2589.5	1789.0	4123.0	375.3333333333333	236.85714285714286	1754.5	2128.8333333333335	3314.0	4999.0	4.652954979117408	0.34720606247611435
874000	-21235.821830084726	-20925.440928828448	-310.3809012562776	3.5419532026807503	18.39076965223458	14	0	0.5019394362907461	0.318783056135291	312.0	210.0	1492.5555555555557	1803.5555555555557	1456.0	2283.0	424.8	280.5	2110.0	2533.8	4389.0	4999.0	5.904426558121246	0.509124406636622
875000	-21260.380616818788	-20926.991934201847	-333.38868261694046	3.4883055800108482	18.771429306853854	16	0	0.4249627856105237	0.4090262769359984	411.3333333333333	168.13333333333333	1752.6666666666667	2163.0	324.0	2350.0	338.42857142857144	209.25	1506.2857142857142	1843.7142857142858	2694.0	676.0	5.851942925613164	0.6853182957658915
876000	-21301.318740125895	-20931.204149812464	-370.11459031343213	3.6764228111078707	18.599517964043173	18	0	0.42863602683245283	0.9811511211810533	419.55555555555554	188.8125	1831.6666666666667	2250.222222222222	1788.0	2293.0	310.6666666666667	203.1	2256.4444444444443	2566.1111111111113	166.0	4999.0	5.494987941113376	0.8193854925013654
877000	-21323.19214218928	-20927.066598243167	-396.12554394611465	3.6488329531655137	18.616043029942816	20	0	0.38600045019338386	0.6217970211081996	447.6666666666667	241.46153846153845	1673.888888888889	2120.5555555555557	0.0	4988.0	381.1818181818182	220.86666666666667	2255.090909090909	2635.2727272727275	2051.0	8.0	6.854543044847865	0.897141846487899
878000	-21221.27409021395	-20933.95031500545	-287.3237752084968	3.208657704631363	17.58010751635438	13	0	0.44242130726508905	0.4736834859204204	444.8	269.85714285714283	1623.8	2067.6	1789.0	2801.0	326.125	175.1	1725.0	2050.125	3284.0	697.0	4.25376173373711	0.5660491523423276
879000	-21270.132881253885	-20925.356397612097	-344.7764836417869	3.588858290760536	18.717534914649605	16	0	0.8704273808129495	0.759064679893042	302.1111111111111	145.42857142857142	1930.3333333333333	2231.4444444444443	4917.0	523.0	503.7142857142857	281.0	2533.8571428571427	3036.5714285714284	2688.0	583.0	7.181123359107436	0.2023606480956178
880000	-21315.559790224892	-20924.123852590084	-391.43593763480675	3.3884381800831527	17.9709871951593	18	0	1.0843965729293088	0.9767824090579413	277.0	150.64705882352942	1660.090909090909	1936.090909090909	339.0	240.0	499.85714285714283	271.5	2625.285714285714	3124.1428571428573	0.0	4999.0	6.26883752325489	0.45011625963512836
881000	-21247.456631217174	-20935.20418042846	-312.2524507887126	3.450201819959639	18.161496068028946	14	0	0.7072640433607162	1.1033395865668716	311.0	311.0	2348.1666666666665	2658.1666666666665	3188.0	1658.0	303.0	179.9	2050.875	2352.875	3310.0	2836.0	8.474669221341212	0.6272274022188022
882000	-21241.585055797634	-20931.589762502274	-309.9952932953607	3.5332520265778378	18.710215848294723	14	0	0.5613403414031622	1.0285753939542244	803.0	302.55555555555554	1736.5	2538.5	0.0	4923.0	328.375	206.1	2078.75	2406.125	757.0	918.0	6.4963073339979776	0.521568369241229
883000	-21290.18922111204	-20927.60312971433	-362.58609139770994	3.7334179097497313	19.123069003605337	17	0	0.4369154425577289	1.2145525355234588	501.7142857142857	198.25	1439.4285714285713	1940.142857142857	197.0	817.0	411.8	203.86666666666667	1954.8	2365.6	1655.0	3507.0	8.074059028534883	0.9692856215085096
884000	-21220.007211661225	-20930.992808040646	-289.0144036205767	3.6324304134044287	18.166256082998974	13	0	0.5335402828237156	0.6417167757936594	413.5	225.30769230769232	1471.875	1884.375	1779.0	1498.0	430.4	267.3333333333333	2090.2	2519.6	2671.0	3507.0	7.946754048868875	1.030941667184315
885000	-21338.41527724086	-20925.554022122866	-412.86125511799395	3.917184596173747	19.9570203784455	20	0	0.4772268391293055	1.412379275786577	424.1	204.26666666666668	1890.1	2313.2	4407.0	1553.0	528.2	228.93333333333334	1975.4	2502.6	2623.0	3870.0	11.318207812856715	0.979940675864482
886000	-21360.867366016213	-20936.337204547028	-424.530161469187	3.7076478501603867	20.255049937603154	21	0	0.3882454592590418	1.2380914701954477	673.4285714285714	264.72727272727275	1717.857142857143	2390.285714285714	3215.0	4777.0	315.92857142857144	123.0	2242.5714285714284	2557.5	2678.0	555.0	9.913618225045486	1.0683325658933216
887000	-21294.930962778853	-20933.710694300502	-361.22026847835303	3.387121408337837	18.382345703986022	17	0	0.4754355329187259	0.9173620584468563	703.0	243.5	2343.4	3045.4	3198.0	3429.0	359.7142857142857	248.375	1706.2857142857142	2065.0	1449.0	672.0	7.858573178868551	1.1098907299041538
888000	-21279.41289220824	-20928.15137612885	-351.26151607938516	3.69189703623174	19.13282697814171	17	0	0.39493873833065946	1.0184103110871445	448.375	234.23076923076923	1969.5	2416.875	334.0	2508.0	333.8888888888889	194.1	2355.777777777778	2688.6666666666665	2678.0	3559.0	9.59654519436037	0.9766365990409127
889000	-21294.063370727905	-20925.49502644567	-368.56834428223533	3.4864704204811163	17.70119261251859	18	0	0.3014410249825315	0.7227338609211534	439.22222222222223	252.23076923076923	2759.4444444444443	3197.6666666666665	1800.0	2439.0	382.3333333333333	221.0909090909091	2013.6666666666667	2395.0	2934.0	3291.0	7.665825187310225	0.72252537035957
890000	-21337.02487012948	-20920.94263172855	-416.08223840093075	3.501212970189603	18.31775302531653	21	0	0.38661492361509936	0.940445496705458	494.44444444444446	299.1666666666667	1838.0	2331.4444444444443	1800.0	4999.0	537.6666666666666	220.27777777777777	2284.3333333333335	2821.0	4414.0	1229.0	6.3440991200717205	0.5352681714179609
891000	-21303.67669809076	-20924.803305655565	-378.8733924351938	3.6617756489567355	18.782471925442902	19	0	0.4302388238354283	1.1556385241848797	246.25	166.8	2031.625	2276.875	1535.0	2281.0	278.1818181818182	118.0	2814.3636363636365	3091.5454545454545	4391.0	549.0	6.9892099630755595	0.8280839421533799
892000	-21348.85139038423	-20922.638328768808	-426.21306161542145	3.566358410918051	18.62766248297551	21	0	0.5243577806172839	0.8582674739141374	233.58333333333334	145.3125	2369.5833333333335	2602.1666666666665	4034.0	4111.0	270.3333333333333	153.0909090909091	2295.777777777778	2565.1111111111113	0.0	592.0	5.093561024483334	0.49563744246803887
893000	-21336.304638985577	-20920.826630488365	-415.4780084972119	3.7584206404342044	18.892332036714613	21	0	0.5735199519894314	0.8236052266746257	249.92307692307693	137.55555555555554	2308.769230769231	2557.6923076923076	1775.0	801.0	291.375	180.0	2186.375	2476.75	0.0	592.0	7.536141166266813	0.7298298782175529
